Customer ID,Recency,Frequency,Monetary,Customer Name,Segment,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
HG-4845,142,9,2987.898,Harry Greene,Consumer,1,3,2,6,At Risk
HG-4965,100,5,354.588,Henry Goldwyn,Corporate,2,1,1,4,Lost
HG-5025,24,7,1476.612,Hunter Glantz,Consumer,4,2,2,8,Potential Loyalists
HH-15010,55,24,13731.73782,Hilary Holden,Corporate,2,4,4,10,At Risk
HH-5010,197,3,1497.57,Hilary Holden,Corporate,1,1,2,4,Lost
HJ-14875,6,32,14312.7962,Heather Jas,Home Office,5,5,5,15,Champions
HJ-4875,311,6,1121.22,Heather Jas,Home Office,1,2,1,4,Lost
HK-14890,44,27,13886.4431,Heather Kirkland,Corporate,3,4,4,11,Loyal Customers
HK-4890,57,6,1656.966,Heather Kirkland,Corporate,2,2,2,6,Lost
HL-15040,31,20,29664.23058,Hunter Lopez,Consumer,3,3,5,11,Loyal Customers
HL-5040,189,4,579.336,Hunter Lopez,Consumer,1,1,1,3,Lost
HM-14860,2,37,27434.1676,Harry Marie,Corporate,5,5,5,15,Champions
HM-14980,26,29,12718.7916,Henry MacAllister,Consumer,4,5,4,13,Champions
HM-4860,35,4,1042.77,Harry Marie,Corporate,3,1,1,5,Potential Loyalists
HM-4980,465,5,4409.298,Henry MacAllister,Consumer,1,1,3,5,Cant Lose Them
HP-14815,31,24,7321.4395,Harold Pawlan,Home Office,3,4,3,10,Loyal Customers
HP-4815,64,5,1196.682,Harold Pawlan,Home Office,2,1,1,4,Lost
HR-14770,14,18,11126.929,Hallie Redmond,Home Office,4,3,4,11,Loyal Customers
HR-14830,52,21,9637.15436,Harold Ryan,Corporate,2,3,3,8,At Risk
HR-4770,188,8,4550.322,Hallie Redmond,Home Office,1,2,3,6,Cant Lose Them
HR-4830,149,3,391.93800000000005,Harold Ryan,Corporate,1,1,1,3,Lost
HW-14935,35,28,17199.202,Helen Wasserman,Corporate,3,5,5,13,Loyal Customers
HW-4935,57,7,1174.824,Helen Wasserman,Corporate,2,2,1,5,Lost
HZ-14950,36,22,9656.4048,Henia Zydlo,Consumer,3,4,3,10,Loyal Customers
HZ-4950,209,6,2830.4159999999997,Henia Zydlo,Consumer,1,2,2,5,Lost
IG-15085,14,25,10383.13098,Ivan Gibson,Consumer,4,4,4,12,Champions
IG-5085,2,12,5766.243,Ivan Gibson,Consumer,5,3,3,11,Loyal Customers
IL-15100,117,25,11802.69376,Ivan Liston,Consumer,2,4,4,10,At Risk
IL-5100,164,7,1052.808,Ivan Liston,Consumer,1,2,1,4,Lost
IM-15055,16,15,5154.83976,Ionia McGrath,Consumer,4,3,3,10,Loyal Customers
IM-15070,41,27,17854.10112,Irene Maddox,Consumer,3,4,5,12,Loyal Customers
IM-5055,20,7,4324.95,Ionia McGrath,Consumer,4,2,3,9,Potential Loyalists
IM-5070,51,7,2064.066,Irene Maddox,Consumer,2,2,2,6,Lost
JA-15970,1,25,17105.4707,Joseph Airdo,Consumer,5,4,5,14,Champions
JA-5970,1,7,1057.227,Joseph Airdo,Consumer,5,2,1,8,Potential Loyalists
JB-15400,8,34,13085.5039,Jennifer Braxton,Corporate,5,5,4,14,Champions
JB-15925,10,19,12325.28696,Joni Blumstein,Consumer,5,3,4,12,Loyal Customers
JB-16000,2,32,22127.18112,Joy Bell-,Consumer,5,5,5,15,Champions
JB-16045,1,24,13851.27568,Julia Barnett,Home Office,5,4,4,13,Champions
JB-5400,83,7,2172.0299999999997,Jennifer Braxton,Corporate,2,2,2,6,Lost
JB-5925,23,8,1012.092,Joni Blumstein,Consumer,4,2,1,7,Potential Loyalists
JB-6000,175,7,1881.006,Joy Bell-,Consumer,1,2,2,5,Lost
JB-6045,29,10,3235.656,Julia Barnett,Home Office,3,3,3,9,Loyal Customers
JC-15340,35,29,17836.2846,Jasper Cacioppo,Consumer,3,5,5,13,Loyal Customers
JC-15385,9,25,12978.930919999999,Jenna Caffey,Consumer,5,4,4,13,Champions
JC-15775,2,25,10582.78504,John Castell,Consumer,5,4,4,13,Champions
JC-16105,58,28,11079.10488,Julie Creighton,Corporate,2,5,4,11,At Risk
JC-5340,143,6,606.105,Jasper Cacioppo,Consumer,1,2,1,4,Lost
JC-5385,16,9,3183.0750000000003,Jenna Caffey,Consumer,4,3,3,10,Loyal Customers
JC-5775,14,5,1712.487,John Castell,Consumer,4,1,2,7,Potential Loyalists
JC-6105,103,6,3914.94,Julie Creighton,Corporate,2,2,3,7,Cant Lose Them
JD-15790,16,24,10267.74976,John Dryer,Consumer,4,4,4,12,Champions
JD-15895,7,32,16711.32422,Jonathan Doherty,Corporate,5,5,5,15,Champions
JD-16015,49,24,8690.6293,Joy Daniels,Consumer,3,4,3,10,Loyal Customers
JD-16060,66,19,7683.04096,Julia Dunbar,Consumer,2,3,3,8,At Risk
JD-16150,1,28,18281.84948,Justin Deggeller,Corporate,5,5,5,15,Champions
JD-5790,300,5,1323.072,John Dryer,Consumer,1,1,1,3,Lost
JD-5895,3,6,2770.4339999999997,Jonathan Doherty,Corporate,5,2,2,9,Potential Loyalists
JD-6015,43,8,2652.7799999999997,Joy Daniels,Consumer,3,2,2,7,Potential Loyalists
JD-6060,141,9,3541.44,Julia Dunbar,Consumer,1,3,3,7,At Risk
JD-6150,22,6,5329.7699999999995,Justin Deggeller,Corporate,4,2,3,9,Potential Loyalists
JE-15475,36,22,5905.076,Jeremy Ellison,Consumer,3,4,3,10,Loyal Customers
JE-15610,43,26,13192.6924,Jim Epp,Corporate,3,4,4,11,Loyal Customers
JE-15715,10,36,22275.2689,Joe Elijah,Consumer,5,5,5,15,Champions
JE-15745,33,35,19629.12896,Joel Eaton,Consumer,3,5,5,13,Loyal Customers
JE-16165,21,20,8352.71836,Justin Ellison,Corporate,4,3,3,10,Loyal Customers
JE-5475,28,8,914.178,Jeremy Ellison,Consumer,3,2,1,6,Potential Loyalists
JE-5610,176,6,756.855,Jim Epp,Corporate,1,2,1,4,Lost
JE-5715,87,7,180.29999999999998,Joe Elijah,Consumer,2,2,1,5,Lost
JE-5745,195,7,2275.5,Joel Eaton,Consumer,1,2,2,5,Lost
JE-6165,37,8,4555.716,Justin Ellison,Corporate,3,2,3,8,Potential Loyalists
JF-15190,7,28,17064.7075,Jamie Frazer,Consumer,5,5,5,15,Champions
JF-15295,57,24,20382.2503,Jason Fortune-,Consumer,2,4,5,11,At Risk
JF-15355,14,22,7343.566,Jay Fein,Consumer,4,4,3,11,Loyal Customers
JF-15415,3,23,14717.46588,Jennifer Ferguson,Consumer,5,4,5,14,Champions
JF-15490,5,30,9234.53286,Jeremy Farry,Consumer,5,5,3,13,Loyal Customers
JF-15565,2,29,19844.14866,Jill Fjeld,Consumer,5,5,5,15,Champions
JF-5190,150,8,3510.1679999999997,Jamie Frazer,Consumer,1,2,3,6,Cant Lose Them
JF-5295,64,8,2433.942,Jason Fortune-,Consumer,2,2,2,6,Lost
JF-5355,97,9,3475.7639999999997,Jay Fein,Consumer,2,3,3,8,At Risk
JF-5415,38,11,8227.02,Jennifer Ferguson,Consumer,3,3,3,9,Loyal Customers
JF-5490,100,7,1487.385,Jeremy Farry,Consumer,2,2,2,6,Lost
JF-5565,421,6,3776.7000000000003,Jill Fjeld,Consumer,1,2,3,6,Cant Lose Them
JG-15115,69,19,12801.82588,Jack Garza,Consumer,2,3,4,9,At Risk
JG-15160,2,32,19963.41,James Galang,Consumer,5,5,5,15,Champions
JG-15310,3,24,12733.7039,Jason Gross,Corporate,5,4,4,13,Champions
JG-15805,1,37,22015.3862,John Grady,Corporate,5,5,5,15,Champions
JG-5115,6,9,2907.678,Jack Garza,Consumer,5,3,2,10,Others
JG-5160,17,8,1588.116,James Galang,Consumer,4,2,2,8,Potential Loyalists
JG-5310,44,5,836.994,Jason Gross,Corporate,3,1,1,5,Potential Loyalists
JG-5805,134,3,208.38,John Grady,Corporate,1,1,1,3,Lost
JH-15430,6,31,11806.1963,Jennifer Halladay,Consumer,5,5,4,14,Champions
JH-15820,14,31,23586.7205,John Huston,Consumer,4,5,5,14,Champions
JH-15910,42,32,12532.7177,Jonathan Howell,Consumer,3,5,4,12,Loyal Customers
JH-15985,12,38,18863.4044,Joseph Holt,Consumer,5,5,5,15,Champions
JH-16180,51,31,18267.0064,Justin Hirsh,Consumer,2,5,5,12,At Risk
JH-5430,8,9,883.476,Jennifer Halladay,Consumer,5,3,1,9,Others
JH-5820,43,7,2359.011,John Huston,Consumer,3,2,2,7,Potential Loyalists
JH-5910,41,8,4013.994,Jonathan Howell,Consumer,3,2,3,8,Potential Loyalists
JH-5985,53,7,2073.48,Joseph Holt,Consumer,2,2,2,6,Lost
JH-6180,28,9,5651.8949999999995,Justin Hirsh,Consumer,3,3,3,9,Loyal Customers
JJ-15445,34,19,9696.8474,Jennifer Jackson,Consumer,3,3,3,9,Loyal Customers
JJ-15760,3,28,18103.64108,Joel Jenkins,Home Office,5,5,5,15,Champions
JJ-5445,20,6,2490.204,Jennifer Jackson,Consumer,4,2,2,8,Potential Loyalists
JJ-5760,269,6,1890.126,Joel Jenkins,Home Office,1,2,2,5,Lost
JK-15205,62,24,10917.0012,Jamie Kunitz,Consumer,2,4,4,10,At Risk
JK-15325,78,28,17000.84332,Jason Klamczynski,Corporate,2,5,5,12,At Risk
JK-15370,2,27,10189.51404,Jay Kimmel,Consumer,5,4,4,13,Champions
JK-15625,2,27,12754.4081,Jim Karlsson,Consumer,5,4,4,13,Champions
JK-15640,1,26,12637.4495,Jim Kriz,Home Office,5,4,4,13,Champions
JK-15730,49,34,20825.892,Joe Kamberova,Consumer,3,5,5,13,Loyal Customers
JK-16090,9,33,21918.73684,Juliana Krohn,Consumer,5,5,5,15,Champions
JK-16120,98,26,13134.71664,Julie Kriz,Home Office,2,4,4,10,At Risk
JK-5205,592,5,1617.6,Jamie Kunitz,Consumer,1,1,2,4,Lost
JK-5325,461,3,203.38799999999998,Jason Klamczynski,Corporate,1,1,1,3,Lost
JK-5370,145,6,3211.452,Jay Kimmel,Consumer,1,2,3,6,Cant Lose Them
JK-5625,317,8,4364.763,Jim Karlsson,Consumer,1,2,3,6,Cant Lose Them
JK-5640,174,4,428.43,Jim Kriz,Home Office,1,1,1,3,Lost
JK-5730,484,6,5862.87,Joe Kamberova,Consumer,1,2,3,6,Cant Lose Them
JK-6090,13,5,1215.516,Juliana Krohn,Consumer,4,1,1,6,Potential Loyalists
JK-6120,141,6,2513.07,Julie Kriz,Home Office,1,2,2,5,Lost
JL-15130,9,28,12908.49914,Jack Lebron,Consumer,5,5,4,14,Champions
JL-15175,7,27,13499.87246,James Lanier,Home Office,5,4,4,13,Champions
JL-15235,14,24,18725.38964,Janet Lee,Consumer,4,4,5,13,Champions
JL-15505,31,22,8631.695,Jeremy Lonsdale,Consumer,3,4,3,10,Loyal Customers
JL-15835,22,30,22594.043,John Lee,Consumer,4,5,5,14,Champions
JL-15850,45,22,8497.68,John Lucas,Consumer,3,4,3,10,Loyal Customers
JL-5130,198,12,5765.400000000001,Jack Lebron,Consumer,1,3,3,7,At Risk
JL-5175,125,5,1353.09,James Lanier,Home Office,2,1,1,4,Lost
JL-5235,2,4,1751.712,Janet Lee,Consumer,5,1,2,8,Potential Loyalists
JL-5505,342,3,2729.3399999999997,Jeremy Lonsdale,Consumer,1,1,2,4,Lost
JL-5835,55,7,3388.275,John Lee,Consumer,2,2,3,7,Cant Lose Them
JL-5850,698,4,2003.598,John Lucas,Consumer,1,1,2,4,Lost
JM-15250,36,24,15594.46182,Janet Martin,Consumer,3,4,5,12,Loyal Customers
JM-15265,38,29,15036.5537,Janet Molinari,Corporate,3,5,5,13,Loyal Customers
JM-15535,15,20,6942.403,Jessica Myrick,Consumer,4,3,3,10,Loyal Customers
JM-15580,1,24,13295.857,Jill Matthias,Consumer,5,4,4,13,Champions
JM-15655,9,34,16294.727060000001,Jim Mitchum,Corporate,5,5,5,15,Champions
JM-15865,69,29,20841.946500000002,John Murray,Consumer,2,5,5,12,At Risk
JM-16195,58,25,7825.5646,Justin MacKendrick,Consumer,2,4,3,9,At Risk
JM-5250,7,5,2424.201,Janet Martin,Consumer,5,1,2,8,Potential Loyalists
JM-5265,121,4,1131.912,Janet Molinari,Corporate,2,1,1,4,Lost
JM-5535,244,5,847.827,Jessica Myrick,Consumer,1,1,1,3,Lost
JM-5580,50,5,880.3230000000001,Jill Matthias,Consumer,2,1,1,4,Lost
JM-5655,123,8,3602.67,Jim Mitchum,Corporate,2,2,3,7,Cant Lose Them
JM-5865,71,6,1544.268,John Murray,Consumer,2,2,2,6,Lost
JM-6195,13,8,1200.492,Justin MacKendrick,Consumer,4,2,1,7,Potential Loyalists
JO-15145,58,23,10440.976,Jack O'Briant,Corporate,2,4,4,10,At Risk
JO-15280,15,21,7123.5651,Jas O'Carroll,Consumer,4,3,3,10,Loyal Customers
JO-15550,72,19,4002.8940000000002,Jesus Ocampo,Home Office,2,3,3,8,At Risk
JO-5145,6,6,2904.714,Jack O'Briant,Corporate,5,2,2,9,Potential Loyalists
JO-5280,20,4,1694.8500000000001,Jas O'Carroll,Consumer,4,1,2,7,Potential Loyalists
JO-5550,13,9,4203.78,Jesus Ocampo,Home Office,4,3,3,10,Loyal Customers
JP-15460,37,26,10916.36982,Jennifer Patt,Corporate,3,4,4,11,Loyal Customers
JP-15520,9,26,16429.04996,Jeremy Pistek,Consumer,5,4,5,14,Champions
JP-16135,44,34,10163.5086,Julie Prescott,Home Office,3,5,4,12,Loyal Customers
JP-5460,189,10,3294.018,Jennifer Patt,Corporate,1,3,3,7,At Risk
JP-5520,113,4,2227.524,Jeremy Pistek,Consumer,2,1,2,5,Lost
JP-6135,27,8,4432.650000000001,Julie Prescott,Home Office,4,2,3,9,Potential Loyalists
JR-15670,13,20,13338.0916,Jim Radford,Consumer,4,3,4,11,Loyal Customers
JR-15700,8,18,9568.31976,Jocasta Rupert,Consumer,5,3,3,11,Loyal Customers
JR-16210,19,21,12589.959,Justin Ritter,Corporate,4,3,4,11,Loyal Customers
JR-5670,129,6,2585.034,Jim Radford,Consumer,1,2,2,5,Lost
JR-5700,14,6,1673.163,Jocasta Rupert,Consumer,4,2,2,8,Potential Loyalists
JR-6210,38,6,1033.29,Justin Ritter,Corporate,3,2,1,6,Potential Loyalists
JS-15595,6,18,9334.6385,Jill Stevenson,Corporate,5,3,3,11,Loyal Customers
JS-15685,41,26,14338.5195,Jim Sink,Corporate,3,4,5,12,Loyal Customers
JS-15880,12,20,10443.1001,John Stevenson,Consumer,5,3,4,12,Loyal Customers
JS-15940,6,15,3874.766,Joni Sundaresam,Home Office,5,3,3,11,Loyal Customers
JS-16030,22,32,19218.81298,Joy Smith,Consumer,4,5,5,14,Champions
JS-5595,680,6,806.691,Jill Stevenson,Corporate,1,2,1,4,Lost
JS-5685,143,5,1944.06,Jim Sink,Corporate,1,1,2,4,Lost
JS-5880,209,6,1745.997,John Stevenson,Consumer,1,2,2,5,Lost
JS-5940,24,13,2927.3399999999997,Joni Sundaresam,Home Office,4,3,2,9,Others
JS-6030,219,4,1573.038,Joy Smith,Consumer,1,1,2,4,Lost
JW-15220,13,34,23103.7263,Jane Waco,Corporate,4,5,5,14,Champions
JW-15955,6,30,10640.8287,Joni Wasserman,Consumer,5,5,4,14,Champions
JW-16075,2,25,19852.773,Julia West,Consumer,5,4,5,14,Champions
JW-5220,101,6,7184.724,Jane Waco,Corporate,2,2,3,7,Cant Lose Them
JW-5955,107,2,307.8,Joni Wasserman,Consumer,2,1,1,4,Lost
JW-6075,267,4,747.21,Julia West,Consumer,1,1,1,3,Lost
KA-16525,17,35,17449.90012,Kelly Andreada,Consumer,4,5,5,14,Champions
KA-6525,94,7,1429.884,Kelly Andreada,Consumer,2,2,2,6,Lost
KB-16240,5,27,9900.698,Karen Bern,Corporate,5,4,4,13,Champions
KB-16315,3,29,14542.76228,Karl Braun,Consumer,5,5,5,15,Champions
KB-16405,20,28,13786.0925,Katrina Bavinger,Home Office,4,5,4,13,Champions
KB-16585,94,27,16385.749499999998,Ken Black,Corporate,2,4,5,11,At Risk
KB-16600,2,25,10295.9567,Ken Brennan,Corporate,5,4,4,13,Champions
KB-6240,202,7,1945.32,Karen Bern,Corporate,1,2,2,5,Lost
KB-6315,23,11,2957.715,Karl Braun,Consumer,4,3,2,9,Others
KB-6405,388,3,238.548,Katrina Bavinger,Home Office,1,1,1,3,Lost
KB-6585,372,2,216.78000000000003,Ken Black,Corporate,1,1,1,3,Lost
KB-6600,10,11,1167.738,Ken Brennan,Corporate,5,3,1,9,Others
KC-16255,45,27,9321.9643,Karen Carlisle,Corporate,3,4,3,10,Loyal Customers
KC-16540,42,25,18897.130259999998,Kelly Collister,Consumer,3,4,5,12,Loyal Customers
KC-16675,3,23,13531.28104,Kimberly Carter,Corporate,5,4,4,13,Champions
KC-6255,58,8,1094.358,Karen Carlisle,Corporate,2,2,1,5,Lost
KC-6540,34,7,505.893,Kelly Collister,Consumer,3,2,1,6,Potential Loyalists
KC-6675,20,3,391.842,Kimberly Carter,Corporate,4,1,1,6,Potential Loyalists
KD-16270,37,29,23204.2675,Karen Daniels,Consumer,3,5,5,13,Loyal Customers
KD-16345,42,15,11157.0404,Katherine Ducich,Consumer,3,3,4,10,Loyal Customers
KD-16495,47,36,24996.5031,Keith Dawkins,Corporate,3,5,5,13,Loyal Customers
KD-16615,76,24,12348.44362,Ken Dana,Corporate,2,4,4,10,At Risk
KD-6270,812,1,813.06,Karen Daniels,Consumer,1,1,1,3,Lost
KD-6345,58,6,536.46,Katherine Ducich,Consumer,2,2,1,5,Lost
KD-6495,399,4,1454.76,Keith Dawkins,Corporate,1,1,2,4,Lost
KD-6615,187,3,205.98,Ken Dana,Corporate,1,1,1,3,Lost
KE-16420,27,31,12928.68672,Katrina Edelman,Corporate,4,5,4,13,Champions
KE-6420,252,4,622.452,Katrina Edelman,Corporate,1,1,1,3,Lost
KF-16285,38,21,15164.8685,Karen Ferguson,Home Office,3,3,5,11,Loyal Customers
KF-6285,33,9,3100.152,Karen Ferguson,Home Office,3,3,2,8,Others
KH-16330,17,26,15045.6445,Katharine Harms,Corporate,4,4,5,13,Champions
KH-16360,2,28,9983.5094,Katherine Hughes,Consumer,5,5,4,14,Champions
KH-16510,23,26,15340.396,Keith Herrera,Consumer,4,4,5,13,Champions
KH-16630,9,27,7220.70456,Ken Heidel,Corporate,5,4,3,12,Loyal Customers
KH-16690,3,39,18158.4601,Kristen Hastings,Corporate,5,5,5,15,Champions
KH-6330,20,13,3371.208,Katharine Harms,Corporate,4,3,3,10,Loyal Customers
KH-6360,101,7,2221.365,Katherine Hughes,Consumer,2,2,2,6,Lost
KH-6510,16,7,1544.34,Keith Herrera,Consumer,4,2,2,8,Potential Loyalists
KH-6630,327,5,1795.866,Ken Heidel,Corporate,1,1,2,4,Lost
KH-6690,239,7,1696.014,Kristen Hastings,Corporate,1,2,2,5,Lost
KL-16555,16,26,12064.3877,Kelly Lampkin,Corporate,4,4,4,12,Champions
KL-16645,48,28,22553.1085,Ken Lonsdale,Consumer,3,5,5,13,Loyal Customers
KL-6555,176,7,2184.06,Kelly Lampkin,Corporate,1,2,2,5,Lost
KL-6645,1,5,1576.296,Ken Lonsdale,Consumer,5,1,2,8,Potential Loyalists
KM-16225,1,18,7754.5516,Kalyca Meade,Corporate,5,3,3,11,Loyal Customers
KM-16375,3,28,16394.46064,Katherine Murray,Home Office,5,5,5,15,Champions
KM-16660,16,29,10785.2626,Khloe Miller,Consumer,4,5,4,13,Champions
KM-16720,29,23,14041.02,Kunst Miller,Consumer,3,4,4,11,Loyal Customers
KM-6225,372,3,891.3629999999999,Kalyca Meade,Corporate,1,1,1,3,Lost
KM-6375,322,5,2124.699,Katherine Murray,Home Office,1,1,2,4,Lost
KM-6660,31,3,188.544,Khloe Miller,Consumer,3,1,1,5,Potential Loyalists
KM-6720,350,3,2928.654,Kunst Miller,Consumer,1,1,2,4,Lost
KN-16390,20,29,19350.14634,Katherine Nockton,Corporate,4,5,5,14,Champions
KN-16450,38,26,16294.6981,Kean Nguyen,Corporate,3,4,5,12,Loyal Customers
KN-16705,99,19,5884.778,Kristina Nunn,Home Office,2,3,3,8,At Risk
KN-6390,274,3,318.72,Katherine Nockton,Corporate,1,1,1,3,Lost
KN-6450,94,8,1767.282,Kean Nguyen,Corporate,2,2,2,6,Lost
KN-6705,124,5,4830.858,Kristina Nunn,Home Office,2,1,3,6,Cant Lose Them
KS-16300,36,21,5103.36318,Karen Seio,Corporate,3,3,3,9,Loyal Customers
KS-6300,107,4,221.61,Karen Seio,Corporate,2,1,1,4,Lost
KT-16465,44,32,15725.0362,Kean Takahito,Consumer,3,5,5,13,Loyal Customers
KT-16480,28,20,6240.6521,Kean Thornton,Consumer,3,3,3,9,Loyal Customers
KT-6465,106,7,1532.124,Kean Takahito,Consumer,2,2,2,6,Lost
KT-6480,85,7,2119.74,Kean Thornton,Consumer,2,2,2,6,Lost
KW-16435,27,23,15319.9656,Katrina Willman,Consumer,4,4,5,13,Champions
KW-16570,23,34,9256.0553,Kelly Williams,Consumer,4,5,3,12,Loyal Customers
KW-6435,148,4,427.28999999999996,Katrina Willman,Consumer,1,1,1,3,Lost
KW-6570,49,6,2577.7200000000003,Kelly Williams,Consumer,3,2,2,7,Potential Loyalists
LA-16780,14,34,24273.0019,Laura Armstrong,Corporate,4,5,5,14,Champions
LA-6780,2,12,3589.44,Laura Armstrong,Corporate,5,3,3,11,Loyal Customers
LB-16735,10,29,12686.03922,Larry Blacks,Consumer,5,5,4,14,Champions
LB-16795,40,31,24589.87022,Laurel Beltran,Home Office,3,5,5,13,Loyal Customers
LB-6735,138,7,1897.95,Larry Blacks,Consumer,1,2,2,5,Lost
LB-6795,57,8,1796.115,Laurel Beltran,Home Office,2,2,2,6,Lost
LC-16870,28,21,9859.89236,Lena Cacioppo,Consumer,3,3,4,10,Loyal Customers
LC-16885,17,29,17058.8144,Lena Creighton,Consumer,4,5,5,14,Champions
LC-16930,42,26,11660.69496,Linda Cazamias,Corporate,3,4,4,11,Loyal Customers
LC-16960,3,22,11812.0975,Lindsay Castell,Home Office,5,4,4,13,Champions
LC-17050,5,23,12933.87382,Liz Carlisle,Consumer,5,4,4,13,Champions
LC-17140,14,30,13128.24376,Logan Currie,Consumer,4,5,4,13,Champions
LC-6870,24,8,1220.451,Lena Cacioppo,Consumer,4,2,1,7,Potential Loyalists
LC-6885,210,9,1828.086,Lena Creighton,Consumer,1,3,2,6,At Risk
LC-6930,72,9,5080.688999999999,Linda Cazamias,Corporate,2,3,3,8,At Risk
LC-6960,192,8,2487.402,Lindsay Castell,Home Office,1,2,2,5,Lost
LC-7050,7,7,7193.652,Liz Carlisle,Consumer,5,2,3,10,Potential Loyalists
LC-7140,17,6,2954.43,Logan Currie,Consumer,4,2,2,8,Potential Loyalists
LD-16855,43,30,13361.93258,Lela Donovan,Corporate,3,5,4,12,Loyal Customers
LD-17005,50,27,11461.65464,Lisa DeCherney,Consumer,2,4,4,10,At Risk
LD-6855,81,8,2822.706,Lela Donovan,Corporate,2,2,2,6,Lost
LD-7005,44,6,361.686,Lisa DeCherney,Consumer,3,2,1,6,Potential Loyalists
LE-16810,15,24,10429.2537,Laurel Elliston,Consumer,4,4,4,12,Champions
LE-6810,64,6,1049.52,Laurel Elliston,Consumer,2,2,1,5,Lost
LF-17185,23,22,12864.7205,Luke Foster,Consumer,4,4,4,12,Champions
LF-7185,178,5,556.518,Luke Foster,Consumer,1,1,1,3,Lost
LH-16750,13,22,7945.0902,Larry Hughes,Consumer,4,4,3,11,Loyal Customers
LH-16900,22,29,12098.37728,Lena Hernandez,Consumer,4,5,4,13,Champions
LH-17020,42,18,8189.785800000001,Lisa Hazard,Consumer,3,3,3,9,Loyal Customers
LH-17155,76,29,14063.4898,Logan Haushalter,Consumer,2,5,4,11,At Risk
LH-6750,126,5,745.65,Larry Hughes,Consumer,1,1,1,3,Lost
LH-6900,307,3,840.792,Lena Hernandez,Consumer,1,1,1,3,Lost
LH-7020,59,3,973.212,Lisa Hazard,Consumer,2,1,1,4,Lost
LH-7155,128,8,3228.75,Logan Haushalter,Consumer,1,2,3,6,Cant Lose Them
LL-16840,27,26,11287.78406,Lauren Leatherbury,Consumer,4,4,4,12,Champions
LL-6840,36,9,3649.152,Lauren Leatherbury,Consumer,3,3,3,9,Loyal Customers
LM-17065,85,18,9249.383,Liz MacKendrick,Consumer,2,3,3,8,At Risk
LM-7065,8,4,6280.47,Liz MacKendrick,Consumer,5,1,3,9,Potential Loyalists
LO-17170,3,28,11256.3236,Lori Olson,Corporate,5,5,4,14,Champions
LO-7170,5,7,2281.185,Lori Olson,Corporate,5,2,2,9,Potential Loyalists
LP-17080,41,24,7631.9895,Liz Pelletier,Consumer,3,4,3,10,Loyal Customers
LP-17095,10,26,15598.1516,Liz Preis,Consumer,5,4,5,14,Champions
LP-7080,185,7,1831.338,Liz Pelletier,Consumer,1,2,2,5,Lost
LP-7095,1,4,1011.36,Liz Preis,Consumer,5,1,1,7,Potential Loyalists
LR-16915,27,26,22434.08756,Lena Radford,Consumer,4,4,5,13,Champions
LR-17035,46,26,16118.9722,Lisa Ryan,Corporate,3,4,5,12,Loyal Customers
LR-6915,685,3,468.654,Lena Radford,Consumer,1,1,1,3,Lost
LR-7035,107,9,2677.98,Lisa Ryan,Corporate,2,3,2,7,At Risk
LS-16945,28,20,10420.11776,Linda Southworth,Corporate,3,3,4,10,Loyal Customers
LS-16975,21,22,8646.9157,Lindsay Shagiari,Home Office,4,4,3,11,Loyal Customers
LS-17200,16,24,15258.74122,Luke Schmidt,Corporate,4,4,5,13,Champions
LS-17230,5,24,10577.17148,Lycoris Saunders,Consumer,5,4,4,13,Champions
LS-17245,35,24,10758.988000000001,Lynn Smith,Consumer,3,4,4,11,Loyal Customers
LS-6945,7,12,2726.034,Linda Southworth,Corporate,5,3,2,10,Others
LS-6975,179,5,716.184,Lindsay Shagiari,Home Office,1,1,1,3,Lost
LS-7200,384,4,340.656,Luke Schmidt,Corporate,1,1,1,3,Lost
LS-7230,100,10,1164.348,Lycoris Saunders,Consumer,2,3,1,6,At Risk
LS-7245,218,6,953.151,Lynn Smith,Consumer,1,2,1,4,Lost
LT-16765,7,30,17253.78294,Larry Tron,Consumer,5,5,5,15,Champions
LT-17110,35,26,12986.77316,Liz Thompson,Consumer,3,4,4,11,Loyal Customers
LT-6765,9,4,1365.33,Larry Tron,Consumer,5,1,1,7,Potential Loyalists
LT-7110,56,6,8234.994,Liz Thompson,Consumer,2,2,3,7,Cant Lose Them
LW-16825,23,20,9990.855239999999,Laurel Workman,Corporate,4,3,4,11,Loyal Customers
LW-16990,24,23,9111.8495,Lindsay Williams,Corporate,4,4,3,11,Loyal Customers
LW-17125,42,16,5369.269,Liz Willingham,Consumer,3,3,3,9,Loyal Customers
LW-17215,22,24,10529.49144,Luke Weiss,Consumer,4,4,4,12,Champions
LW-6825,33,11,881.754,Laurel Workman,Corporate,3,3,1,7,Others
LW-6990,15,11,1869.771,Lindsay Williams,Corporate,4,3,2,9,Others
LW-7125,34,9,2677.341,Liz Willingham,Consumer,3,3,2,8,Others
LW-7215,133,5,1522.014,Luke Weiss,Consumer,1,1,2,4,Lost
MA-17560,65,24,10813.79188,Matt Abelman,Home Office,2,4,4,10,At Risk
MA-17995,43,22,10006.45034,Michelle Arnett,Home Office,3,4,4,11,Loyal Customers
MA-7560,233,4,1628.166,Matt Abelman,Home Office,1,1,2,4,Lost
MA-7995,17,11,1928.007,Michelle Arnett,Home Office,4,3,2,9,Others
MB-17305,2,27,16729.34532,Maria Bertelson,Consumer,5,4,5,14,Champions
MB-18085,45,30,14744.230880000001,Mick Brown,Consumer,3,5,5,13,Loyal Customers
